,Dry Bulb Temperature,Global Horizontal Radiation,Cooling Demand
2017-06-20 18:00:00,20.0,161.0,2356.15070325474
2017-06-20 19:00:00,20.5,45.0,2160.8304453034984
2017-06-20 20:00:00,20.0,2.0,1346.807684338026
2017-06-20 21:00:00,20.0,0.0,183.74237540591963
2017-06-20 22:00:00,19.3,0.0,486.02999610078376
2017-06-20 23:00:00,20.0,0.0,471.57497086201863
2017-06-21 00:00:00,20.0,0.0,37.716507453181535
2017-06-21 01:00:00,18.0,0.0,0.0
2017-06-21 02:00:00,18.0,0.0,0.0
2017-06-21 03:00:00,17.0,0.0,40.050982544050775
2017-06-21 04:00:00,15.7,0.0,51.94204346752339
2017-06-21 05:00:00,15.0,48.0,44.01212867686062
2017-06-21 06:00:00,15.0,189.0,4.547588499451476
2017-06-21 07:00:00,16.0,375.0,0.0
2017-06-21 08:00:00,18.0,550.0,0.0
2017-06-21 09:00:00,19.0,714.0,940.5283660885686
2017-06-21 10:00:00,20.4,839.0,1705.4869401394872
2017-06-21 11:00:00,19.0,920.0,2061.1736521458715
2017-06-21 12:00:00,20.0,945.0,3721.6320119040834
2017-06-21 13:00:00,21.2,899.0,4314.793815959905
2017-06-21 14:00:00,21.0,807.0,4256.865352779506
2017-06-21 15:00:00,23.0,684.0,4115.4585200275305
2017-06-21 16:00:00,22.3,519.0,3203.825263466287
2017-06-21 17:00:00,21.0,340.0,2657.7845321541718
2017-06-21 18:00:00,21.0,173.0,2406.6976972927296
2017-06-21 19:00:00,20.8,48.0,1897.4032853554788
2017-06-21 20:00:00,19.0,2.0,1158.6248723109165
2017-06-21 21:00:00,19.0,0.0,181.1959776951566
2017-06-21 22:00:00,18.7,0.0,488.1776545681422
2017-06-21 23:00:00,19.0,0.0,441.7363091729329
2017-06-22 00:00:00,19.0,0.0,50.51185039171475
2017-06-22 01:00:00,17.0,0.0,10.236438254137852
2017-06-22 02:00:00,16.0,0.0,23.771943374299276
2017-06-22 03:00:00,16.0,0.0,51.137347643116684
2017-06-22 04:00:00,14.6,0.0,15.801919846778825
2017-06-22 05:00:00,15.0,68.0,50.857185679840626
2017-06-22 06:00:00,15.0,205.0,9.297806179346065
2017-06-22 07:00:00,16.6,376.0,0.4886256477355517
2017-06-22 08:00:00,19.0,546.0,0.0
2017-06-22 09:00:00,21.0,712.0,2037.1982115934975
2017-06-22 10:00:00,21.7,850.0,2114.934574277508
2017-06-22 11:00:00,20.0,914.0,2563.4668431716773
2017-06-22 12:00:00,21.0,917.0,4165.787004604464
2017-06-22 13:00:00,21.9,858.0,4643.200854711433
2017-06-22 14:00:00,21.0,778.0,3676.677354563772
2017-06-22 15:00:00,21.0,681.0,5364.598164457058
2017-06-22 16:00:00,22.5,527.0,3500.2984234395303
2017-06-22 17:00:00,21.0,347.0,3131.0504594076733
2017-06-22 18:00:00,21.0,173.0,4611.999981540934
2017-06-22 19:00:00,21.7,48.0,2541.323256014983
2017-06-22 20:00:00,20.0,2.0,1711.4416787265664
2017-06-22 21:00:00,20.0,0.0,665.4852125057521
2017-06-22 22:00:00,20.6,0.0,628.4409124618999
2017-06-22 23:00:00,19.0,0.0,573.8144611262874
2017-06-23 00:00:00,19.0,0.0,106.68349803997755
2017-06-23 01:00:00,17.7,0.0,22.04827396353865
2017-06-23 02:00:00,18.0,0.0,91.99574080927495
2017-06-23 03:00:00,17.0,0.0,85.13883355859792
2017-06-23 04:00:00,17.0,0.0,118.6073839697348
2017-06-23 05:00:00,16.0,45.0,85.4107604406917
2017-06-23 06:00:00,17.0,132.0,49.58697528621103
2017-06-23 07:00:00,18.8,262.0,115.10378346072817
2017-06-23 08:00:00,20.0,431.0,219.6494691528208
2017-06-23 09:00:00,21.0,591.0,3235.490450663182
2017-06-23 10:00:00,22.4,744.0,3567.122368021485
2017-06-23 11:00:00,21.0,859.0,4202.392795392101
2017-06-23 12:00:00,22.0,874.0,5893.128683535019
2017-06-23 13:00:00,22.7,848.0,6426.267569163589
2017-06-23 14:00:00,22.0,795.0,5660.578866351054
2017-06-23 15:00:00,23.0,682.0,5599.894751856068
2017-06-23 16:00:00,23.5,521.0,5469.196908510753
2017-06-23 17:00:00,23.0,334.0,4236.979218293999
2017-06-23 18:00:00,22.0,165.0,3845.4387559961574
2017-06-23 19:00:00,22.0,47.0,3558.7677920338583
2017-06-23 20:00:00,21.0,2.0,2135.2880822146617
2017-06-23 21:00:00,20.0,0.0,460.1663349145232
2017-06-23 22:00:00,19.8,0.0,818.9603055346741
2017-06-23 23:00:00,19.0,0.0,635.8787977680508
2017-06-24 00:00:00,19.0,0.0,201.80448650118797
2017-06-24 01:00:00,18.2,0.0,162.87496050196788
2017-06-24 02:00:00,19.0,0.0,74.1071304250073
2017-06-24 03:00:00,18.0,0.0,58.05045258539454
2017-06-24 04:00:00,17.4,0.0,57.707057231219466
2017-06-24 05:00:00,18.0,61.0,48.83107556763269
2017-06-24 06:00:00,19.0,176.0,203.18292907189394
2017-06-24 07:00:00,20.0,346.0,300.87194955117
2017-06-24 08:00:00,21.0,545.0,52.189860221291774
2017-06-24 09:00:00,22.0,699.0,5244.795174817527
2017-06-24 10:00:00,24.1,820.0,5612.347692616041
2017-06-24 11:00:00,24.0,910.0,4456.737849035991
2017-06-24 12:00:00,24.0,927.0,6541.025797355819
2017-06-24 13:00:00,24.1,887.0,6747.221767121793
2017-06-24 14:00:00,23.0,814.0,5711.400947089733
2017-06-24 15:00:00,23.0,696.0,5724.185491458179
2017-06-24 16:00:00,23.0,530.0,5904.388164260899
2017-06-24 17:00:00,23.0,338.0,4636.4798009780125
2017-06-24 18:00:00,22.0,164.0,4202.189079225461
2017-06-24 19:00:00,22.8,48.0,4030.5763004070627
2017-06-24 20:00:00,21.0,3.0,2123.7829266715994
2017-06-24 21:00:00,21.0,0.0,417.03644883457764
2017-06-24 22:00:00,20.3,0.0,792.6692110978948
2017-06-24 23:00:00,20.0,0.0,545.6929908429033
2017-06-25 00:00:00,20.0,0.0,103.04163814876186
2017-06-25 01:00:00,19.0,0.0,123.50286728006806
2017-06-25 02:00:00,18.0,0.0,118.41045371506551
2017-06-25 03:00:00,18.0,0.0,52.994511040319864
2017-06-25 04:00:00,18.0,0.0,15.083528422526213
2017-06-25 05:00:00,17.0,67.0,0.0
2017-06-25 06:00:00,18.0,209.0,72.82658066855711
2017-06-25 07:00:00,19.6,388.0,45.54823704158323
2017-06-25 08:00:00,21.0,565.0,90.7692902392953
2017-06-25 09:00:00,23.0,722.0,4808.6218186780025
2017-06-25 10:00:00,25.3,844.0,5048.422934000101
2017-06-25 11:00:00,25.0,919.0,4213.147071543018
2017-06-25 12:00:00,25.0,942.0,6826.754241102828
2017-06-25 13:00:00,25.8,904.0,6555.161530735266
2017-06-25 14:00:00,23.0,806.0,5648.77240057506
2017-06-25 15:00:00,23.0,678.0,6093.226048990174
2017-06-25 16:00:00,24.9,522.0,5696.432568452633
2017-06-25 17:00:00,23.0,326.0,5359.2787697648955
2017-06-25 18:00:00,23.0,153.0,4665.753231547255
2017-06-25 19:00:00,23.3,45.0,4323.475706819074
2017-06-25 20:00:00,22.0,3.0,2772.363575767083
2017-06-25 21:00:00,22.0,0.0,461.75395696280015
2017-06-25 22:00:00,21.0,0.0,753.4907962180035
2017-06-25 23:00:00,21.0,0.0,627.9405803980947
2017-06-26 00:00:00,20.0,0.0,79.29312237405108
2017-06-26 01:00:00,20.0,0.0,24.73937878393185
2017-06-26 02:00:00,20.0,0.0,12.882137658858584
2017-06-26 03:00:00,20.0,0.0,17.904379933907293
2017-06-26 04:00:00,20.0,0.0,0.0
2017-06-26 05:00:00,20.0,65.0,129.66648509341513
2017-06-26 06:00:00,20.0,199.0,130.8618659226485
2017-06-26 07:00:00,21.0,371.0,150.08266962467366
2017-06-26 08:00:00,23.0,541.0,87.32216257903823
2017-06-26 09:00:00,22.0,690.0,4169.538919059237
2017-06-26 10:00:00,23.0,814.0,5319.799128257595
2017-06-26 11:00:00,23.0,899.0,4987.012516380041
2017-06-26 12:00:00,23.0,928.0,6448.393701273854
2017-06-26 13:00:00,24.0,859.0,7622.6024059932615
2017-06-26 14:00:00,24.0,746.0,6032.723781085923
2017-06-26 15:00:00,25.0,633.0,6316.635027069219
2017-06-26 16:00:00,25.0,485.0,6831.702700737102
2017-06-26 17:00:00,25.0,317.0,6668.778990175085
2017-06-26 18:00:00,25.0,155.0,5971.350249579596
2017-06-26 19:00:00,24.0,43.0,4077.4030227584694
2017-06-26 20:00:00,23.0,2.0,2708.1166001540137
2017-06-26 21:00:00,22.0,0.0,435.56461694243364
2017-06-26 22:00:00,21.6,0.0,741.663670212036
2017-06-26 23:00:00,21.0,0.0,687.8486076645851
2017-06-27 00:00:00,22.0,0.0,174.3192181705559
2017-06-27 01:00:00,21.5,0.0,155.13515738940308
2017-06-27 02:00:00,22.0,0.0,161.38308577175218
2017-06-27 03:00:00,22.0,0.0,136.5364077119642
2017-06-27 04:00:00,19.8,0.0,36.37504497424504
2017-06-27 05:00:00,20.0,62.0,0.0
2017-06-27 06:00:00,19.0,196.0,113.41287177815005
2017-06-27 07:00:00,22.3,367.0,180.92410669340262
2017-06-27 08:00:00,23.0,545.0,499.85464663498414
2017-06-27 09:00:00,26.0,697.0,9291.57021776465
2017-06-27 10:00:00,26.7,815.0,5961.598455625234
2017-06-27 11:00:00,25.0,896.0,7898.204311492293
2017-06-27 12:00:00,26.0,921.0,10652.80971980452
2017-06-27 13:00:00,28.2,837.0,7996.972359362404
2017-06-27 14:00:00,25.0,725.0,6061.081856088773
2017-06-27 15:00:00,25.0,604.0,8513.001160329857
2017-06-27 16:00:00,27.0,440.0,7763.639313800879
2017-06-27 17:00:00,26.0,301.0,7504.457714215095
2017-06-27 18:00:00,26.0,157.0,7844.698532440341
2017-06-27 19:00:00,26.6,44.0,5806.1001969020845
2017-06-27 20:00:00,23.0,2.0,3044.6548538580073
2017-06-27 21:00:00,22.0,0.0,433.99636493046626
2017-06-27 22:00:00,22.3,0.0,888.5182378696945
2017-06-27 23:00:00,22.0,0.0,679.2721476096693
2017-06-28 00:00:00,22.0,0.0,168.9920929899821
2017-06-28 01:00:00,21.2,0.0,55.78066326155961
2017-06-28 02:00:00,22.0,0.0,141.0527137941516
2017-06-28 03:00:00,21.0,0.0,44.63329487720826
2017-06-28 04:00:00,21.1,0.0,1.6763603665230962
2017-06-28 05:00:00,21.0,61.0,13.191245419149588
2017-06-28 06:00:00,21.0,193.0,12.787295771748493
2017-06-28 07:00:00,21.0,367.0,0.0
2017-06-28 08:00:00,23.0,543.0,681.5949683912935
2017-06-28 09:00:00,26.0,687.0,9230.60615879198
2017-06-28 10:00:00,27.0,783.0,5742.8592825388205
2017-06-28 11:00:00,25.0,856.0,8461.940709111164
2017-06-28 12:00:00,27.0,883.0,9858.54642637616
2017-06-28 13:00:00,27.0,804.0,10722.71599206814
2017-06-28 14:00:00,28.0,688.0,7401.463587817231
2017-06-28 15:00:00,27.0,590.0,8628.172662917312
2017-06-28 16:00:00,27.0,468.0,6828.974263325971
2017-06-28 17:00:00,26.0,314.0,7797.452198956381
2017-06-28 18:00:00,27.0,154.0,6494.089442231485
2017-06-28 19:00:00,25.0,42.0,6927.601632117113
2017-06-28 20:00:00,25.0,2.0,3214.016656596942
2017-06-28 21:00:00,24.0,0.0,119.70535279915357
2017-06-28 22:00:00,24.0,0.0,275.5655116154941
2017-06-28 23:00:00,23.0,0.0,541.8450704615948
2017-06-29 00:00:00,23.0,0.0,41.44093895417762
2017-06-29 01:00:00,22.0,0.0,5.576546291563865
2017-06-29 02:00:00,22.0,0.0,12.712769690620233
2017-06-29 03:00:00,22.0,0.0,35.922386545417474
2017-06-29 04:00:00,21.0,0.0,52.34617017581611
2017-06-29 05:00:00,21.0,61.0,41.29030679021244
2017-06-29 06:00:00,21.0,185.0,36.879984602478565
2017-06-29 07:00:00,21.0,345.0,249.10115593238982
2017-06-29 08:00:00,24.0,526.0,666.4106428138742
2017-06-29 09:00:00,26.0,687.0,9884.86277622721
2017-06-29 10:00:00,27.1,805.0,6482.218019206586
2017-06-29 11:00:00,25.0,879.0,7051.234074508711
2017-06-29 12:00:00,26.0,911.0,8681.161154001158
2017-06-29 13:00:00,27.3,887.0,8599.261904825456
2017-06-29 14:00:00,26.0,763.0,7166.031184904964
2017-06-29 15:00:00,26.0,595.0,7436.018544760316
2017-06-29 16:00:00,27.9,421.0,7144.102658728898
2017-06-29 17:00:00,26.0,250.0,6174.734633722523
2017-06-29 18:00:00,26.0,127.0,5650.3908186609815
2017-06-29 19:00:00,26.2,40.0,6774.443722664798
2017-06-29 20:00:00,25.0,2.0,2862.0685435003793
2017-06-29 21:00:00,24.0,0.0,60.95036783791887
2017-06-29 22:00:00,25.2,0.0,449.32491183651246
2017-06-29 23:00:00,24.0,0.0,264.48538736648703
2017-06-30 00:00:00,23.0,0.0,99.69892611601225
2017-06-30 01:00:00,22.7,0.0,83.20001355879988
2017-06-30 02:00:00,23.0,0.0,179.9542490462768
2017-06-30 03:00:00,22.0,0.0,128.40581750427336
2017-06-30 04:00:00,22.0,0.0,138.51944940257576
2017-06-30 05:00:00,21.0,59.0,106.79917303221018
2017-06-30 06:00:00,21.0,179.0,288.75958244180396
2017-06-30 07:00:00,23.8,338.0,156.47474398364236
2017-06-30 08:00:00,24.0,526.0,1225.3942998196999
2017-06-30 09:00:00,26.0,698.0,5725.096952010934
2017-06-30 10:00:00,26.0,805.0,5529.5802944990255
2017-06-30 11:00:00,26.0,868.0,5859.617266644051
2017-06-30 12:00:00,26.0,866.0,6825.507608083241
2017-06-30 13:00:00,25.0,810.0,7605.610573473199
2017-06-30 14:00:00,25.0,753.0,6772.652092756841
2017-06-30 15:00:00,27.0,634.0,6405.713380331997
2017-06-30 16:00:00,27.5,438.0,8116.583509064761
2017-06-30 17:00:00,27.0,260.0,7998.834513526696
2017-06-30 18:00:00,27.0,133.0,6981.937750938832
2017-06-30 19:00:00,25.4,39.0,5474.245255602971
2017-06-30 20:00:00,24.2,2.0,3053.7738949508093
2017-06-30 21:00:00,24.0,0.0,569.2981840165006
2017-06-30 22:00:00,23.3,0.0,867.4442070600574
2017-06-30 23:00:00,22.7,0.0,505.9395450757894
2017-07-01 00:00:00,22.4,0.0,151.79099007954338
2017-07-01 01:00:00,21.8,0.0,115.86904469202423
2017-07-01 02:00:00,21.6,0.0,117.54532226204351
2017-07-01 03:00:00,21.6,0.0,113.56264454191353
2017-07-01 04:00:00,22.0,0.0,133.62260512804966
2017-07-01 05:00:00,22.7,41.0,149.06347532518188
2017-07-01 06:00:00,23.5,133.0,88.46622431521666
2017-07-01 07:00:00,23.3,266.0,309.8909936213782
2017-07-01 08:00:00,24.0,423.0,669.7594154885489
2017-07-01 09:00:00,25.0,549.0,8786.826965169712
2017-07-01 10:00:00,25.3,653.0,8634.351250138847
2017-07-01 11:00:00,25.7,743.0,8570.784493224433
2017-07-01 12:00:00,26.6,805.0,9524.797594518868
2017-07-01 13:00:00,26.3,802.0,9628.234620363348
2017-07-01 14:00:00,26.3,732.0,8355.078951344934
2017-07-01 15:00:00,26.2,638.0,7868.701322276487
2017-07-01 16:00:00,26.4,503.0,7115.732047097455
2017-07-01 17:00:00,26.6,338.0,6080.520584372048
2017-07-01 18:00:00,25.5,166.0,6428.294148848879
2017-07-01 19:00:00,24.9,43.0,6007.209150890583
2017-07-01 20:00:00,24.7,2.0,3810.769063034382
2017-07-01 21:00:00,24.1,0.0,487.3467487008634
2017-07-01 22:00:00,23.8,0.0,780.1064493628006
2017-07-01 23:00:00,23.5,0.0,576.0878361465627
2017-07-02 00:00:00,23.5,0.0,228.43504307642584
2017-07-02 01:00:00,23.5,0.0,213.41415527384305
2017-07-02 02:00:00,23.3,0.0,218.9934634915468
2017-07-02 03:00:00,23.1,0.0,258.5748894326584
2017-07-02 04:00:00,22.7,0.0,255.7144638139452
2017-07-02 05:00:00,22.5,30.0,225.6656038169237
2017-07-02 06:00:00,22.5,126.0,208.3137965328096
2017-07-02 07:00:00,23.9,256.0,359.7011194975699
2017-07-02 08:00:00,24.1,397.0,684.0832392300307
2017-07-02 09:00:00,25.2,508.0,9468.948550556486
2017-07-02 10:00:00,24.7,609.0,8622.90311358812
2017-07-02 11:00:00,25.3,703.0,7989.432219681923
2017-07-02 12:00:00,26.0,743.0,9156.960773914367
2017-07-02 13:00:00,25.2,721.0,9486.395442122455
2017-07-02 14:00:00,25.6,652.0,8480.017943515848
2017-07-02 15:00:00,25.5,562.0,7992.416919903845
2017-07-02 16:00:00,25.4,420.0,7445.315476027162
2017-07-02 17:00:00,25.3,274.0,6540.949918670954
2017-07-02 18:00:00,24.3,148.0,6046.7241486040375
2017-07-02 19:00:00,23.7,45.0,5230.049596109837
2017-07-02 20:00:00,23.3,2.0,2882.3359553912296
2017-07-02 21:00:00,22.8,0.0,597.1492841214115
2017-07-02 22:00:00,22.8,0.0,876.5272222012944
2017-07-02 23:00:00,22.2,0.0,659.1374344079327
2017-07-03 00:00:00,22.2,0.0,143.3531034089596
2017-07-03 01:00:00,21.9,0.0,96.5036237608404
2017-07-03 02:00:00,22.0,0.0,90.90119881985892
2017-07-03 03:00:00,21.9,0.0,67.25932505262222
2017-07-03 04:00:00,22.0,0.0,91.25507185217855
2017-07-03 05:00:00,21.7,33.0,60.33357451132553
2017-07-03 06:00:00,22.0,117.0,3.8255293997196222
2017-07-03 07:00:00,22.7,235.0,25.39047408812079
2017-07-03 08:00:00,23.5,327.0,225.272436836157
2017-07-03 09:00:00,22.1,417.0,4016.8773405303427
2017-07-03 10:00:00,26.0,520.0,4063.508194536019
2017-07-03 11:00:00,24.7,613.0,5010.151672919583
2017-07-03 12:00:00,24.4,667.0,4752.6607056419025
2017-07-03 13:00:00,24.9,681.0,7187.251374644864
2017-07-03 14:00:00,26.7,674.0,6266.851371295937
2017-07-03 15:00:00,27.3,629.0,6249.184350505465
2017-07-03 16:00:00,27.8,513.0,6938.980683799802
2017-07-03 17:00:00,28.8,334.0,6402.789637588732
2017-07-03 18:00:00,28.2,165.0,4486.823345286067
2017-07-03 19:00:00,26.6,47.0,4341.699625058877
2017-07-03 20:00:00,25.3,2.0,2347.5865641416412
2017-07-03 21:00:00,25.1,0.0,307.91144806345727
2017-07-03 22:00:00,24.2,0.0,911.7503975827798
2017-07-03 23:00:00,24.1,0.0,667.6567236270192
2017-07-04 00:00:00,23.9,0.0,77.08527492965861
2017-07-04 01:00:00,23.7,0.0,20.89945337433805
2017-07-04 02:00:00,23.8,0.0,48.8458547553385
2017-07-04 03:00:00,23.3,0.0,54.82751206081372
2017-07-04 04:00:00,23.3,0.0,178.11605341007032
2017-07-04 05:00:00,22.5,35.0,150.02733843276422
2017-07-04 06:00:00,19.3,147.0,116.05417791822923
2017-07-04 07:00:00,20.1,306.0,283.97318793308006
2017-07-04 08:00:00,22.5,475.0,815.4783022211449
2017-07-04 09:00:00,23.5,654.0,5321.736476455879
2017-07-04 10:00:00,24.8,800.0,5879.434038248033
2017-07-04 11:00:00,25.1,840.0,5682.28385946645
2017-07-04 12:00:00,25.4,809.0,6732.64479172749
2017-07-04 13:00:00,26.0,809.0,6621.999487302617
2017-07-04 14:00:00,26.3,759.0,5913.93004537591
2017-07-04 15:00:00,26.4,638.0,6288.311869203672
2017-07-04 16:00:00,26.0,482.0,6218.7146365317785
2017-07-04 17:00:00,25.7,318.0,5022.863101386847
2017-07-04 18:00:00,24.8,166.0,4759.654104242223
2017-07-04 19:00:00,24.7,45.0,4309.341169728772
2017-07-04 20:00:00,24.1,2.0,2055.743258314728
2017-07-04 21:00:00,25.2,0.0,387.2756018838789
2017-07-04 22:00:00,24.9,0.0,736.5001734955418
2017-07-04 23:00:00,23.8,0.0,673.1292488816671
2017-07-05 00:00:00,23.3,0.0,135.65130915229832
2017-07-05 01:00:00,22.6,0.0,99.63229050994835
2017-07-05 02:00:00,22.2,0.0,96.47311334974725
2017-07-05 03:00:00,21.7,0.0,104.31318995694393
2017-07-05 04:00:00,21.1,0.0,107.37801905067865
2017-07-05 05:00:00,20.8,59.0,95.65354312092893
2017-07-05 06:00:00,20.6,191.0,67.12201704071141
2017-07-05 07:00:00,21.6,364.0,14.315752266658057
2017-07-05 08:00:00,24.2,542.0,148.44549028268946
2017-07-05 09:00:00,26.7,699.0,8310.074950319471
2017-07-05 10:00:00,25.8,821.0,8424.870262100358
2017-07-05 11:00:00,25.9,882.0,8438.248780589398
2017-07-05 12:00:00,26.0,893.0,9264.327416816182
2017-07-05 13:00:00,25.3,838.0,10259.751983362721
2017-07-05 14:00:00,25.6,733.0,9051.979625377058
2017-07-05 15:00:00,26.2,599.0,8319.538888743424
2017-07-05 16:00:00,27.6,473.0,8991.82132356448
2017-07-05 17:00:00,26.7,343.0,8494.226610736856
2017-07-05 18:00:00,25.8,171.0,8395.728260238186
2017-07-05 19:00:00,25.3,45.0,7897.1872169319395
2017-07-05 20:00:00,24.7,2.0,4358.957740152719
2017-07-05 21:00:00,23.8,0.0,630.6360337480081
2017-07-05 22:00:00,23.5,0.0,1057.7821100729761
2017-07-05 23:00:00,23.5,0.0,712.2600656007927
2017-07-06 00:00:00,23.3,0.0,334.3608054569948
2017-07-06 01:00:00,22.8,0.0,283.3582411956964
2017-07-06 02:00:00,22.6,0.0,283.97857352316834
2017-07-06 03:00:00,22.3,0.0,264.21931866421687
2017-07-06 04:00:00,21.9,0.0,153.37224244887284
2017-07-06 05:00:00,20.8,54.0,121.71472025041844
2017-07-06 06:00:00,20.8,170.0,98.28260610460497
2017-07-06 07:00:00,22.0,324.0,246.42894930876054
2017-07-06 08:00:00,23.8,480.0,1108.3652512045942
2017-07-06 09:00:00,25.5,623.0,9874.148885373996
2017-07-06 10:00:00,26.0,757.0,9420.80944853328
2017-07-06 11:00:00,26.7,853.0,9151.0161538706
2017-07-06 12:00:00,26.9,875.0,10479.656021700304
2017-07-06 13:00:00,26.8,834.0,10737.713244153905
2017-07-06 14:00:00,27.0,727.0,9589.84341743129
2017-07-06 15:00:00,26.8,580.0,9568.7830872694
2017-07-06 16:00:00,26.9,436.0,8922.907123446048
2017-07-06 17:00:00,26.1,294.0,7684.526181644455
2017-07-06 18:00:00,25.3,150.0,7193.012999207337
2017-07-06 19:00:00,25.4,40.0,7028.822082153784
2017-07-06 20:00:00,24.4,2.0,4224.357204285316
2017-07-06 21:00:00,24.1,0.0,870.286363007231
2017-07-06 22:00:00,24.3,0.0,1214.8851446750734
2017-07-06 23:00:00,23.8,0.0,836.2734440242991
2017-07-07 00:00:00,23.7,0.0,253.04024077585507
2017-07-07 01:00:00,23.8,0.0,194.25991934596118
2017-07-07 02:00:00,23.7,0.0,85.10842034241668
2017-07-07 03:00:00,23.5,0.0,105.23365942144945
2017-07-07 04:00:00,23.1,0.0,136.62592103274517
2017-07-07 05:00:00,22.6,24.0,148.09756598457017
2017-07-07 06:00:00,22.8,84.0,192.00305061565714
2017-07-07 07:00:00,21.7,118.0,297.8389918756898
2017-07-07 08:00:00,20.6,115.0,705.1381766143621
2017-07-07 09:00:00,18.8,149.0,3402.39209802679
2017-07-07 10:00:00,18.2,204.0,3613.2132972903814
2017-07-07 11:00:00,18.8,263.0,3515.6006830633887
2017-07-07 12:00:00,19.1,388.0,4905.018958459921
2017-07-07 13:00:00,19.8,483.0,5565.410247571516
2017-07-07 14:00:00,21.6,494.0,5637.363798411149
2017-07-07 15:00:00,23.2,422.0,4791.768060936211
2017-07-07 16:00:00,22.6,301.0,4188.122300508621
2017-07-07 17:00:00,21.7,233.0,4087.881716816277
2017-07-07 18:00:00,21.3,143.0,3961.8870488260586
2017-07-07 19:00:00,21.0,41.0,3181.6857511922353
2017-07-07 20:00:00,19.9,2.0,1633.0701600790487
2017-07-07 21:00:00,18.6,0.0,737.5471923513338
2017-07-07 22:00:00,18.5,0.0,920.9870830485071
2017-07-07 23:00:00,18.2,0.0,666.4736172568024
2017-07-08 00:00:00,18.1,0.0,229.6716082436897
2017-07-08 01:00:00,17.7,0.0,198.31528662350544
2017-07-08 02:00:00,17.6,0.0,192.85856493760434
2017-07-08 03:00:00,17.1,0.0,199.91075801697997
2017-07-08 04:00:00,17.4,0.0,192.44469046310238
2017-07-08 05:00:00,17.5,49.0,71.13734147169295
2017-07-08 06:00:00,17.3,159.0,106.33541754928716
2017-07-08 07:00:00,18.1,305.0,14.312057688168897
2017-07-08 08:00:00,19.3,477.0,38.09879745692138
2017-07-08 09:00:00,20.6,627.0,1771.8811423617385
2017-07-08 10:00:00,22.2,762.0,2948.092365608871
2017-07-08 11:00:00,24.7,872.0,3809.739377105722
2017-07-08 12:00:00,23.8,871.0,5268.299373803783
2017-07-08 13:00:00,24.1,811.0,6297.681691323583
2017-07-08 14:00:00,24.1,759.0,5650.411767794993
2017-07-08 15:00:00,24.4,660.0,5776.337440432751
2017-07-08 16:00:00,24.5,506.0,6070.517105147578
2017-07-08 17:00:00,25.2,336.0,5819.591958913757
2017-07-08 18:00:00,25.0,169.0,5631.0517653504585
2017-07-08 19:00:00,24.5,46.0,5319.912126641419
2017-07-08 20:00:00,23.6,2.0,2765.4933536906738
2017-07-08 21:00:00,22.2,0.0,435.94085154576027
2017-07-08 22:00:00,22.0,0.0,735.0362613903169
2017-07-08 23:00:00,22.0,0.0,594.1292745763895
2017-07-09 00:00:00,21.9,0.0,112.71845487979768
2017-07-09 01:00:00,20.5,0.0,97.78030411178368
2017-07-09 02:00:00,20.1,0.0,112.24610197937716
2017-07-09 03:00:00,19.6,0.0,127.86198023175827
2017-07-09 04:00:00,19.4,0.0,122.32097730871048
2017-07-09 05:00:00,19.8,37.0,139.37566193799444
2017-07-09 06:00:00,18.9,147.0,59.72528830614777
2017-07-09 07:00:00,19.8,299.0,0.0
2017-07-09 08:00:00,21.1,442.0,334.57976103825473
2017-07-09 09:00:00,21.9,582.0,6369.229361190391
2017-07-09 10:00:00,23.9,662.0,6548.901184552265
2017-07-09 11:00:00,24.3,695.0,7224.1964974738385
2017-07-09 12:00:00,24.9,709.0,6922.790714328961
2017-07-09 13:00:00,24.1,662.0,8807.522783101067
2017-07-09 14:00:00,24.4,568.0,5870.452059297823
2017-07-09 15:00:00,23.7,445.0,5623.850558007913
2017-07-09 16:00:00,23.7,323.0,5822.022371014994
2017-07-09 17:00:00,23.9,198.0,4991.421409658832
2017-07-09 18:00:00,23.4,89.0,4382.28018695632
2017-07-09 19:00:00,22.5,24.0,4292.774095957207
2017-07-09 20:00:00,22.5,1.0,2516.645789262687
2017-07-09 21:00:00,22.4,0.0,415.5324365490497
2017-07-09 22:00:00,21.1,0.0,668.27982043314
2017-07-09 23:00:00,20.6,0.0,423.9687277585398
2017-07-10 00:00:00,20.6,0.0,51.21102947209026
2017-07-10 01:00:00,20.6,0.0,76.85792976645567
2017-07-10 02:00:00,19.6,0.0,118.35790562786809
2017-07-10 03:00:00,18.8,0.0,103.11218893615079
2017-07-10 04:00:00,18.7,0.0,118.18162325327597
2017-07-10 05:00:00,18.7,34.0,33.98060880702067
2017-07-10 06:00:00,18.9,136.0,90.9131073165647
2017-07-10 07:00:00,19.7,304.0,137.64462617143164
2017-07-10 08:00:00,20.9,482.0,218.4015757886447
2017-07-10 09:00:00,22.2,638.0,5065.095023658223
2017-07-10 10:00:00,23.8,755.0,4088.7133735950874
2017-07-10 11:00:00,24.2,798.0,3953.3409805667393
2017-07-10 12:00:00,24.1,829.0,5922.734553603027
2017-07-10 13:00:00,24.8,848.0,6687.719764403537
2017-07-10 14:00:00,25.4,779.0,5291.737163597492
2017-07-10 15:00:00,26.3,630.0,6271.337515626346
2017-07-10 16:00:00,26.3,480.0,6160.009723628932
2017-07-10 17:00:00,26.0,333.0,5923.257923411864
2017-07-10 18:00:00,24.9,166.0,5561.167293620325
